trial,finish_day,finish_date
826,406.30691888993556,2027-10-27
827,394.02202476936594,2027-10-11
828,400.277569005302,2027-10-19
829,392.79598904694654,2027-10-07
830,394.9246748431047,2027-10-11
831,399.8481179707869,2027-10-18
832,406.31049359126905,2027-10-27
833,390.3314754632857,2027-10-05
834,403.9781903880486,2027-10-22
835,384.5996142070921,2027-09-27
836,397.1467663962305,2027-10-14
837,402.4600630356806,2027-10-21
838,387.85232496993797,2027-09-30
839,392.2670080658511,2027-10-07
840,389.08796857042637,2027-10-04
841,394.179688371059,2027-10-11
842,383.74365567016986,2027-09-24
843,403.577488268873,2027-10-22
844,389.6998503666517,2027-10-04
845,389.8103963622666,2027-10-04
846,393.29464324035706,2027-10-08
847,394.67896959712306,2027-10-11
848,399.422182826377,2027-10-18
849,393.75402169553956,2027-10-08
850,390.00459048586566,2027-10-05
851,391.0076091983055,2027-10-06
852,388.12975885292366,2027-10-01
853,394.3200754702584,2027-10-11
854,398.5948372496145,2027-10-15
855,397.7673779729247,2027-10-14
856,391.24956257470717,2027-10-06
857,389.87724001334857,2027-10-04
858,388.03733851249126,2027-10-01
859,398.9775987723995,2027-10-15
860,390.9830673535862,2027-10-05
861,385.729146914877,2027-09-28
862,393.4091011758503,2027-10-08
863,400.942216914408,2027-10-19
864,398.69673274753563,2027-10-15
865,392.24361176306684,2027-10-07
866,388.60269076434986,2027-10-01
867,396.73975638429954,2027-10-13
868,396.50317404939034,2027-10-13
869,394.4414577576079,2027-10-11
870,390.5111803711847,2027-10-05
871,400.15029582436347,2027-10-19
872,392.9257483719585,2027-10-07
873,402.2693528521992,2027-10-21
874,394.7219941654857,2027-10-11
875,400.2232087269071,2027-10-19
876,390.4313781147398,2027-10-05
877,391.5319798493325,2027-10-06
878,386.45847564592793,2027-09-29
879,393.3584283066539,2027-10-08
880,384.303699818816,2027-09-27
881,394.21737028768905,2027-10-11
882,389.46130545238435,2027-10-04
883,402.74829239927305,2027-10-21
884,390.8448768845841,2027-10-05
885,392.60379391308487,2027-10-07
886,411.13682465665806,2027-11-03
887,389.7755007211913,2027-10-04
888,395.96597315382706,2027-10-12
889,391.6226879495573,2027-10-06
890,396.4858149591534,2027-10-13
891,385.5091732169476,2027-09-28
892,392.41730851578905,2027-10-07
893,389.71870362590994,2027-10-04
894,401.34016819032956,2027-10-20
895,391.76365256554186,2027-10-06
896,388.62284136336314,2027-10-01
897,389.3657715644022,2027-10-04
898,395.67893076809116,2027-10-12
899,394.13409483676355,2027-10-11
900,396.8947607454072,2027-10-13
901,393.20206602393176,2027-10-08
902,384.57161556926974,2027-09-27
903,391.29003053424515,2027-10-06
904,393.9660831634301,2027-10-08
905,394.5410649355724,2027-10-11
906,404.20081770053577,2027-10-25
907,388.8412619025554,2027-10-01
908,383.62818013181374,2027-09-24
909,391.84864024078445,2027-10-06
910,395.1436469585959,2027-10-12
911,396.8538581198919,2027-10-13
912,392.2979300052059,2027-10-07
913,391.61103646184154,2027-10-06
914,384.90638058792405,2027-09-27
915,400.9391639956899,2027-10-19
916,391.0284439656506,2027-10-06
917,386.84895483826904,2027-09-29
918,397.41757671936926,2027-10-14
919,387.1642656079623,2027-09-30
920,391.77587447388936,2027-10-06
921,394.01412957576315,2027-10-11
922,398.6134220266492,2027-10-15
923,392.89879586800777,2027-10-07
924,390.11962804896586,2027-10-05
925,393.2419665915588,2027-10-08
926,391.70556276241706,2027-10-06
927,398.74831101967106,2027-10-15
928,393.12341778073505,2027-10-08
929,390.26763486044655,2027-10-05
930,392.2561597194916,2027-10-07
931,391.00048663694383,2027-10-06
932,392.1872462160147,2027-10-07
933,395.93251919734655,2027-10-12
934,394.6390659207242,2027-10-11
935,389.77404242179637,2027-10-04
936,413.1898529197264,2027-11-05
937,386.3396262966382,2027-09-29
938,393.2883774183577,2027-10-08
939,396.67301352183824,2027-10-13
940,388.94265704286295,2027-10-01
941,396.00929860767764,2027-10-13
942,390.14946057381724,2027-10-05
943,397.1026341112179,2027-10-14
944,404.9628841119742,2027-10-25
945,395.1240546962743,2027-10-12
946,392.8581614218094,2027-10-07
947,397.4188935409416,2027-10-14
948,398.37973190361936,2027-10-15
949,383.429506404575,2027-09-24
950,389.54849063518816,2027-10-04
951,393.6374734839291,2027-10-08
952,391.1837079394305,2027-10-06
953,394.6282382137856,2027-10-11
954,390.7524526112339,2027-10-05
955,392.3814345445918,2027-10-07
956,389.48854515840765,2027-10-04
957,398.14831946155715,2027-10-15
958,393.09565578685977,2027-10-08
959,399.96362641939083,2027-10-18
960,396.996320411253,2027-10-13
961,396.1412083444243,2027-10-13
962,398.5597690002321,2027-10-15
963,389.6626042431512,2027-10-04
964,396.6775395586578,2027-10-13
965,398.4534348004153,2027-10-15
966,391.4016702084339,2027-10-06
967,401.5546237584398,2027-10-20
968,402.47101456405994,2027-10-21
969,400.17481260740163,2027-10-19
970,401.40783149317394,2027-10-20
971,394.9697988128346,2027-10-11
972,391.5681040187896,2027-10-06
973,398.7439713117809,2027-10-15
974,396.94187890806404,2027-10-13
975,394.3432347005933,2027-10-11
976,395.58572071786654,2027-10-12
977,388.9277904153672,2027-10-01
978,400.9680618758916,2027-10-19
979,397.1229917268623,2027-10-14
980,387.67962141633603,2027-09-30
981,390.1154723934334,2027-10-05
982,391.4515800807327,2027-10-06
983,394.35449912550246,2027-10-11
984,386.37226202499926,2027-09-29
985,398.91442993249234,2027-10-15
986,395.67819791026255,2027-10-12
987,393.1522090454755,2027-10-08
988,399.43966503153774,2027-10-18
989,391.57318250069886,2027-10-06
990,388.0179817255968,2027-10-01
991,403.79432147702187,2027-10-22
992,390.8277052144066,2027-10-05
993,395.1288006570046,2027-10-12
994,402.5033404539572,2027-10-21
995,384.41132893898487,2027-09-27
996,394.3634184623901,2027-10-11
997,394.48798458153095,2027-10-11
998,395.6320863846548,2027-10-12
999,392.17220074141903,2027-10-07
1000,393.9736333773824,2027-10-08
1001,393.1939873458588,2027-10-08
1002,404.42817129580703,2027-10-25
1003,392.6226796036867,2027-10-07
1004,398.9205493582571,2027-10-15
1005,389.93865245362485,2027-10-04
1006,388.52430139141273,2027-10-01
1007,388.6185124469565,2027-10-01
1008,389.2774276142812,2027-10-04
1009,393.05798253377066,2027-10-08
1010,393.97672255406593,2027-10-08
1011,386.05316155466346,2027-09-29
1012,388.83099137936057,2027-10-01
1013,388.42864836950747,2027-10-01
1014,395.28506868769966,2027-10-12
1015,395.0516627054843,2027-10-12
1016,390.1926187934488,2027-10-05
1017,387.8701838211242,2027-09-30
1018,392.3011772944379,2027-10-07
1019,388.4316065934368,2027-10-01
1020,385.8341082217247,2027-09-28
1021,392.1340232217193,2027-10-07
1022,400.3033279830219,2027-10-19
1023,384.5702648196116,2027-09-27
1024,390.28457880613246,2027-10-05
1025,393.59159338961655,2027-10-08
1026,399.9463364529752,2027-10-18
1027,390.71423436609734,2027-10-05
1028,392.3715030359959,2027-10-07
1029,393.8798984606054,2027-10-08
1030,388.4749168434778,2027-10-01
1031,394.9689578680115,2027-10-11
1032,393.8989239838058,2027-10-08
1033,396.85136808324495,2027-10-13
1034,396.4208040840449,2027-10-13
1035,396.4939639924092,2027-10-13
1036,399.9682182582059,2027-10-18
1037,393.65684511482993,2027-10-08
1038,398.24638941150613,2027-10-15
1039,392.39976400291977,2027-10-07
1040,394.658183760083,2027-10-11
1041,397.00209797823334,2027-10-14
1042,392.7605285858788,2027-10-07
1043,390.5077157882749,2027-10-05
1044,393.73040894526287,2027-10-08
1045,400.0627885821127,2027-10-19
1046,385.5002042130727,2027-09-28
1047,394.39780279034136,2027-10-11
1048,387.6548817772757,2027-09-30
1049,394.7139231042748,2027-10-11
1050,390.1085694222784,2027-10-05
1051,385.8392877766865,2027-09-28
1052,394.5995037538226,2027-10-11
1053,387.3081885562605,2027-09-30
1054,391.89913063386393,2027-10-06
1055,402.47436981670154,2027-10-21
1056,392.1969759784457,2027-10-07
1057,392.1583406145933,2027-10-07
1058,381.9062024811876,2027-09-22
1059,391.451691909269,2027-10-06
1060,393.5519757821531,2027-10-08
1061,393.59933000674886,2027-10-08
1062,390.5584961958312,2027-10-05
1063,393.0048971791263,2027-10-08
1064,398.2317496147597,2027-10-15
1065,405.4733327842531,2027-10-26
1066,391.7793809542872,2027-10-06
1067,400.4799870960337,2027-10-19
1068,390.950450745773,2027-10-05
1069,398.5570296748003,2027-10-15
1070,402.24235249041993,2027-10-21
1071,400.41469491404183,2027-10-19
1072,387.9615618964169,2027-09-30
1073,389.8299670367073,2027-10-04
1074,396.38388184846985,2027-10-13
1075,390.1489210147322,2027-10-05
1076,389.46258714563317,2027-10-04
1077,399.1106293417417,2027-10-18
1078,394.4975504468729,2027-10-11
1079,393.96232782412267,2027-10-08
1080,406.18552189497444,2027-10-27
1081,399.05092900097964,2027-10-18
1082,388.90772597161833,2027-10-01
1083,392.60699757833487,2027-10-07
1084,389.67926460475496,2027-10-04
1085,392.90989397676475,2027-10-07
1086,389.447842530308,2027-10-04
1087,404.511754542458,2027-10-25
1088,392.1491716261699,2027-10-07
1089,402.54813456076874,2027-10-21
1090,395.48099541096957,2027-10-12
1091,382.85946044051354,2027-09-23
1092,396.04071368296354,2027-10-13
1093,392.681019207142,2027-10-07
1094,393.9577297453639,2027-10-08
1095,390.6134817808382,2027-10-05
1096,390.9049283736148,2027-10-05
1097,406.23706638304577,2027-10-27
1098,394.1185178136448,2027-10-11
1099,394.7828526672044,2027-10-11
1100,390.1251776665215,2027-10-05
1101,393.3657858673743,2027-10-08
1102,388.98215003887435,2027-10-01
1103,394.0862003670214,2027-10-11
1104,392.45752711517946,2027-10-07
1105,391.6128413604746,2027-10-06
1106,392.5477669270252,2027-10-07
1107,389.1824839130997,2027-10-04
1108,395.1274028511306,2027-10-12
1109,394.00441528515285,2027-10-11
1110,388.36791536577186,2027-10-01
1111,395.6266818932818,2027-10-12
1112,392.5648606257173,2027-10-07
1113,392.039228248271,2027-10-07
1114,385.02661604713336,2027-09-28
1115,396.54839009788503,2027-10-13
1116,396.9458704952568,2027-10-13
1117,392.07989456173186,2027-10-07
1118,397.82827726076744,2027-10-14
1119,402.1166861760153,2027-10-21
1120,393.5175557108126,2027-10-08
1121,389.0095547430513,2027-10-04
1122,397.5455138403509,2027-10-14
1123,388.88373584062487,2027-10-01
1124,401.0347417985695,2027-10-20
1125,391.5741545790491,2027-10-06
1126,391.7022217306051,2027-10-06
1127,391.94576288521426,2027-10-06
1128,388.6505524982213,2027-10-01
1129,395.9701164686132,2027-10-12
1130,392.55307646534584,2027-10-07
1131,395.81400703091333,2027-10-12
1132,395.0927137517499,2027-10-12
1133,390.7083333000066,2027-10-05
1134,399.603222465335,2027-10-18
1135,396.14674482682966,2027-10-13
1136,391.8064036419967,2027-10-06
1137,391.8716346064051,2027-10-06
1138,404.3710562479105,2027-10-25
1139,391.0250832704454,2027-10-06
1140,390.57832221331546,2027-10-05
1141,389.60912591348233,2027-10-04
1142,390.78668495445925,2027-10-05
1143,396.7712584301671,2027-10-13
1144,397.76118312656024,2027-10-14
1145,393.832228844556,2027-10-08
1146,398.37659789058046,2027-10-15
1147,388.8688033041382,2027-10-01
1148,391.6245288838259,2027-10-06
1149,386.1623386363554,2027-09-29
1150,404.30125454020106,2027-10-25
1151,393.19966183671215,2027-10-08
1152,386.94075274115687,2027-09-29
1153,394.80226316631547,2027-10-11
1154,390.6938140522543,2027-10-05
1155,402.3518532199912,2027-10-21
1156,396.6559493438612,2027-10-13
1157,398.61257204618164,2027-10-15
1158,394.48320577079875,2027-10-11
1159,401.8015389182421,2027-10-20
1160,397.39510716577854,2027-10-14
1161,391.72875210974917,2027-10-06
1162,399.12382139988756,2027-10-18
1163,391.6963668687946,2027-10-06
1164,392.734373705616,2027-10-07
1165,398.84339053903767,2027-10-15
1166,398.35427224920386,2027-10-15
1167,393.6641762340929,2027-10-08
1168,389.1939495809427,2027-10-04
1169,397.5099289473596,2027-10-14
1170,393.8424259831017,2027-10-08
1171,393.29088604148734,2027-10-08
1172,394.37282326407717,2027-10-11
1173,390.6927873082294,2027-10-05
1174,392.9816674954611,2027-10-07
1175,393.07365935670964,2027-10-08
1176,388.34268262509005,2027-10-01
1177,395.1977109708493,2027-10-12
1178,402.93765389410385,2027-10-21
1179,391.74180301012825,2027-10-06
1180,389.2255022708299,2027-10-04
1181,402.4077634869121,2027-10-21
1182,390.2983355758059,2027-10-05
1183,393.7489788912272,2027-10-08
1184,391.8538790877625,2027-10-06
1185,391.21414245663755,2027-10-06
1186,383.634107526737,2027-09-24
1187,392.99730255689536,2027-10-07
1188,393.21821138576576,2027-10-08
1189,398.53320226233666,2027-10-15
1190,396.4638312585675,2027-10-13
1191,391.7309817756711,2027-10-06
1192,388.18842658835075,2027-10-01
1193,396.2647361520577,2027-10-13
1194,380.75406039894045,2027-09-21
1195,392.6724332197323,2027-10-07
1196,390.8826380002614,2027-10-05
1197,399.9637021789672,2027-10-18
1198,394.691348102773,2027-10-11
1199,396.15850404935713,2027-10-13
1200,400.52495940116046,2027-10-19
1201,389.497432623182,2027-10-04
1202,392.6482083512968,2027-10-07
1203,395.61737025271,2027-10-12
1204,403.1225525487969,2027-10-22
1205,389.48741302938043,2027-10-04
1206,394.1872781837586,2027-10-11
1207,388.9586929607883,2027-10-01
1208,390.43979129969284,2027-10-05
1209,389.1770151917417,2027-10-04
1210,392.00955392644596,2027-10-07
1211,393.6213989625776,2027-10-08
1212,388.40295296963365,2027-10-01
1213,390.96977304823696,2027-10-05
1214,397.1706153511701,2027-10-14
1215,389.5225095625703,2027-10-04
1216,390.92346454631274,2027-10-05
1217,392.463092876113,2027-10-07
1218,394.5931669111079,2027-10-11
1219,385.7530291625584,2027-09-28
1220,390.5769865545104,2027-10-05
1221,390.1295412521914,2027-10-05
1222,388.6907497954309,2027-10-01
1223,389.4349996715146,2027-10-04
1224,401.0151497372822,2027-10-20
1225,395.0473240659574,2027-10-12
1226,392.44011230384365,2027-10-07
1227,400.8283805721152,2027-10-19
1228,389.8454552131894,2027-10-04
1229,391.50974631348913,2027-10-06
1230,389.18024826971373,2027-10-04
1231,390.1363610055386,2027-10-05
1232,389.38700976225977,2027-10-04
1233,394.90579218412216,2027-10-11
1234,399.34368013559066,2027-10-18
1235,392.6304679423921,2027-10-07
1236,394.1682619128553,2027-10-11
1237,398.5549879962064,2027-10-15
1238,400.60498301756996,2027-10-19
1239,398.7358714446067,2027-10-15
1240,402.76861413913645,2027-10-21
1241,391.42474190830376,2027-10-06
1242,387.4371966159213,2027-09-30
1243,392.0583323386623,2027-10-07
1244,385.8028947005203,2027-09-28
1245,392.43577340427447,2027-10-07
1246,395.6855140261653,2027-10-12
1247,393.69208448120855,2027-10-08
1248,395.05552036097146,2027-10-12
1249,401.81362162597327,2027-10-20
1250,402.00060349496596,2027-10-21
1251,387.42846645660416,2027-09-30
1252,390.3698773729335,2027-10-05
1253,400.49125359077,2027-10-19
1254,396.7370884930938,2027-10-13
1255,403.5457583730496,2027-10-22
1256,391.6613537361879,2027-10-06
1257,391.68419267559676,2027-10-06
1258,386.74076968992,2027-09-29
1259,396.67318939556276,2027-10-13
1260,388.39236630234535,2027-10-01
1261,406.2968197745966,2027-10-27
1262,394.5676363445107,2027-10-11
1263,389.0271631433274,2027-10-04
1264,387.96157997288714,2027-09-30
1265,391.7785122323261,2027-10-06
1266,399.58986023342703,2027-10-18
1267,391.11026549660716,2027-10-06
1268,403.71951141229374,2027-10-22
1269,394.5502178633316,2027-10-11
1270,388.71064017800796,2027-10-01
1271,391.8704364520516,2027-10-06
1272,396.3523737798738,2027-10-13
1273,391.10262275548627,2027-10-06
1274,388.5503646883598,2027-10-01
1275,392.5610643692265,2027-10-07
1276,392.4501202130659,2027-10-07
1277,399.4490044454936,2027-10-18
1278,390.6238980564387,2027-10-05
1279,395.9106251258694,2027-10-12
1280,388.8495981858732,2027-10-01
1281,396.32503499275685,2027-10-13
1282,393.8476557843039,2027-10-08
1283,391.3449826849202,2027-10-06
1284,385.5003606231906,2027-09-28
1285,392.08176610053494,2027-10-07
1286,389.1611540675121,2027-10-04
1287,389.830691808675,2027-10-04
1288,395.8741454020127,2027-10-12
1289,396.6033123028741,2027-10-13
1290,394.6238350869276,2027-10-11
1291,394.39170127112976,2027-10-11
1292,391.2702174606977,2027-10-06
1293,393.2817080607828,2027-10-08
1294,389.8885080709591,2027-10-04
1295,393.11845846226083,2027-10-08
1296,389.00433597370966,2027-10-04
1297,392.2497945384254,2027-10-07
1298,397.52330965124463,2027-10-14
1299,387.15030596970814,2027-09-30
1300,393.48387315964857,2027-10-08
1301,390.18397473087305,2027-10-05
1302,400.29861653230245,2027-10-19
1303,393.0932948729897,2027-10-08
1304,397.73902901374584,2027-10-14
1305,388.85320796686784,2027-10-01
1306,390.72973564922626,2027-10-05
1307,392.83903786120203,2027-10-07
1308,394.9272138158263,2027-10-11
1309,392.35162493056214,2027-10-07
1310,395.71972379368344,2027-10-12
1311,394.479160705219,2027-10-11
1312,403.5775241421044,2027-10-22
1313,394.48541548014697,2027-10-11
1314,394.3475301779255,2027-10-11
1315,399.70101253192894,2027-10-18
1316,397.43613032367006,2027-10-14
1317,388.8333897589299,2027-10-01
1318,398.7429890056766,2027-10-15
1319,390.88568965713444,2027-10-05
1320,398.5752282065186,2027-10-15
1321,396.89909381572437,2027-10-13
1322,395.49597065594776,2027-10-12
1323,406.4438669148742,2027-10-27
1324,394.26265335525903,2027-10-11
1325,390.524517372268,2027-10-05
1326,389.0498298832667,2027-10-04
1327,390.5025785483908,2027-10-05
1328,392.45956947461696,2027-10-07
1329,386.0471636776472,2027-09-29
1330,391.1921701685818,2027-10-06
1331,391.71069811313924,2027-10-06
1332,396.37054515715266,2027-10-13
1333,393.0752699407291,2027-10-08
1334,400.7877736926722,2027-10-19
1335,388.71412777151767,2027-10-01
1336,393.78256979569835,2027-10-08
1337,395.6927280855695,2027-10-12
1338,389.2329210955426,2027-10-04
1339,390.88225889657775,2027-10-05
1340,389.2681272531505,2027-10-04
1341,394.4484915996584,2027-10-11
1342,392.1832996616966,2027-10-07
1343,396.16683288263283,2027-10-13
1344,382.2269698470375,2027-09-23
1345,390.45495771161677,2027-10-05
1346,394.0772172347901,2027-10-11
1347,389.9587457628852,2027-10-04
1348,385.6515378059794,2027-09-28
1349,394.34025348981976,2027-10-11
1350,399.1120768816903,2027-10-18
1351,393.66861608093626,2027-10-08
1352,388.30385924172333,2027-10-01
1353,398.1715004252525,2027-10-15
1354,400.663038073567,2027-10-19
1355,393.14637055761773,2027-10-08
1356,391.465677762401,2027-10-06
1357,396.0443416973664,2027-10-13
1358,393.9201605974395,2027-10-08
1359,393.79162595554453,2027-10-08
1360,405.478573310934,2027-10-26
1361,394.6068153751586,2027-10-11
1362,387.9893719532302,2027-09-30
1363,392.25828430516833,2027-10-07
1364,387.6021926385835,2027-09-30
1365,395.9942381741699,2027-10-12
1366,394.6560217730098,2027-10-11
1367,396.55320018518347,2027-10-13
1368,390.8090409604995,2027-10-05
1369,387.7193886408453,2027-09-30
1370,398.2064706058451,2027-10-15
1371,395.5525910699623,2027-10-12
1372,395.7662887455554,2027-10-12
1373,387.04771442970804,2027-09-30
1374,391.0139242548795,2027-10-06
1375,391.1347369648654,2027-10-06
1376,392.9411600436982,2027-10-07
1377,388.7671924926615,2027-10-01
1378,396.8183582181519,2027-10-13
1379,392.18646105966593,2027-10-07
1380,402.1257302562592,2027-10-21
1381,391.23586792683403,2027-10-06
1382,390.93356556079993,2027-10-05
1383,391.32657312622626,2027-10-06
1384,394.5863976392812,2027-10-11
1385,392.83385340506095,2027-10-07
1386,391.63131516214776,2027-10-06
1387,398.67125909589424,2027-10-15
1388,403.6238904256146,2027-10-22
1389,389.6546169695781,2027-10-04
1390,394.3958267811974,2027-10-11
1391,401.16073564099014,2027-10-20
1392,397.4784768533676,2027-10-14
1393,393.83732141920296,2027-10-08
1394,400.55701015194524,2027-10-19
1395,400.32177321008044,2027-10-19
1396,395.03858916756093,2027-10-12
1397,393.01822352926615,2027-10-08
1398,386.9411082239076,2027-09-29
1399,395.7341228000524,2027-10-12
1400,389.489666393492,2027-10-04
1401,394.38564014058056,2027-10-11
1402,399.1498009987603,2027-10-18
1403,388.7820533358645,2027-10-01
1404,396.3524373669193,2027-10-13
1405,393.55294582447567,2027-10-08
1406,393.71058737683376,2027-10-08
1407,385.565235696413,2027-09-28
1408,400.2659718054991,2027-10-19
1409,402.2790036366733,2027-10-21
1410,398.50094555214315,2027-10-15
1411,387.7194410065408,2027-09-30
1412,383.15787765169176,2027-09-24
1413,399.1644669308316,2027-10-18
1414,388.31552840983215,2027-10-01
1415,392.8043307101773,2027-10-07
1416,399.8737372057973,2027-10-18
1417,400.60326609323806,2027-10-19
1418,403.8297866276433,2027-10-22
1419,398.6728291443704,2027-10-15
1420,397.46223660691425,2027-10-14
1421,395.18943410528885,2027-10-12
1422,390.40554849060015,2027-10-05
1423,394.60378733420583,2027-10-11
1424,393.2730706802186,2027-10-08
1425,395.4691427034923,2027-10-12
1426,391.69360947256587,2027-10-06
1427,391.414982324943,2027-10-06
1428,395.00195876978773,2027-10-12
1429,384.8906024458578,2027-09-27
1430,384.28037383604277,2027-09-27
1431,388.79158829229,2027-10-01
1432,388.7812192563747,2027-10-01
1433,392.1521537595621,2027-10-07
1434,398.4776059827414,2027-10-15
1435,395.5202347209959,2027-10-12
1436,386.69250264792186,2027-09-29
1437,392.66296787900075,2027-10-07
1438,405.11211093146414,2027-10-26
1439,393.3365071304903,2027-10-08
1440,387.59637642795286,2027-09-30
1441,395.5208543515469,2027-10-12
1442,395.8134339821688,2027-10-12
1443,394.5903448544801,2027-10-11
1444,392.85615761337255,2027-10-07
1445,393.5526860853224,2027-10-08
1446,394.0565535748641,2027-10-11
1447,388.51063141979716,2027-10-01
1448,395.8838988054751,2027-10-12
1449,394.52667452155305,2027-10-11
1450,396.38732090637035,2027-10-13
1451,398.36555032476923,2027-10-15
1452,403.095905065893,2027-10-22
1453,391.09835392796685,2027-10-06
1454,390.5555851084207,2027-10-05
1455,389.2993258779999,2027-10-04
1456,396.9332498748355,2027-10-13
1457,391.9401255763168,2027-10-06
1458,397.2028806454778,2027-10-14
1459,405.7995635159813,2027-10-26
1460,408.583243512416,2027-10-29
1461,398.65830631405754,2027-10-15
1462,396.65248565931404,2027-10-13
1463,393.66117746872345,2027-10-08
1464,393.3662802550023,2027-10-08
1465,387.0829279733671,2027-09-30
1466,389.55953753147276,2027-10-04
1467,392.00247381350965,2027-10-07
1468,398.5002127762784,2027-10-15
1469,387.09559792661736,2027-09-30
1470,390.06214431036096,2027-10-05
1471,394.8406353429045,2027-10-11
1472,392.76369405585154,2027-10-07
1473,389.8624049529506,2027-10-04
1474,387.9039658693129,2027-09-30
1475,394.38897422907445,2027-10-11
1476,393.27445075565896,2027-10-08
1477,396.310872292238,2027-10-13
1478,395.69095183592265,2027-10-12
1479,390.57497509641985,2027-10-05
1480,399.7677635593017,2027-10-18
1481,390.2301501847163,2027-10-05
1482,388.597319520501,2027-10-01
1483,392.1063291547771,2027-10-07
1484,395.9547202007118,2027-10-12
1485,393.55408102971415,2027-10-08
1486,393.2384309504596,2027-10-08
1487,396.8457046718697,2027-10-13
1488,392.3990382611444,2027-10-07
1489,392.8317476586294,2027-10-07
1490,392.21222001937036,2027-10-07
1491,386.67852222885676,2027-09-29
1492,399.6717572185853,2027-10-18
1493,391.15540511973364,2027-10-06
1494,393.0317717658304,2027-10-08
1495,393.1822539479843,2027-10-08
1496,390.5742911102508,2027-10-05
1497,401.0858287269104,2027-10-20
1498,388.6963832952347,2027-10-01
1499,393.0006879440688,2027-10-08
1500,390.74538283722853,2027-10-05
1501,387.8338351571786,2027-09-30
1502,388.2495623117819,2027-10-01
1503,388.95622549084584,2027-10-01
1504,399.4530963376418,2027-10-18
1505,390.63669546235775,2027-10-05
1506,390.04888329041944,2027-10-05
1507,392.91350534418837,2027-10-07
1508,388.613510062847,2027-10-01
1509,390.25857718233027,2027-10-05
1510,395.15744320111247,2027-10-12
1511,391.872762084953,2027-10-06
1512,397.6220147818104,2027-10-14
1513,403.75644028829726,2027-10-22
1514,390.0259483239335,2027-10-05
1515,394.9928484805371,2027-10-11
1516,400.230730583343,2027-10-19
1517,391.0292229622092,2027-10-06
1518,396.54815408745856,2027-10-13
1519,396.07133291402045,2027-10-13
1520,394.88015706621457,2027-10-11
1521,394.34052111946124,2027-10-11
1522,388.94628787045554,2027-10-01
1523,392.9637335683034,2027-10-07
1524,384.99728260094815,2027-09-27
1525,399.0567957029847,2027-10-18
1526,394.54260964300477,2027-10-11
1527,394.2221730342032,2027-10-11
1528,399.59647332481904,2027-10-18
1529,390.88204923731587,2027-10-05
1530,387.01537472796264,2027-09-30
1531,388.8532844874048,2027-10-01
1532,395.701931379441,2027-10-12
1533,394.4053995079855,2027-10-11
1534,400.07035301319297,2027-10-19
1535,393.64430001117006,2027-10-08
1536,393.1846490872855,2027-10-08
1537,392.08478700954436,2027-10-07
1538,392.18656071223586,2027-10-07
1539,396.92578797498754,2027-10-13
1540,394.7100301904762,2027-10-11
1541,396.05418574721546,2027-10-13
1542,395.64385784107577,2027-10-12
1543,388.7837113646218,2027-10-01
1544,383.7906975813599,2027-09-24
1545,393.1812585465465,2027-10-08
1546,392.80883336675396,2027-10-07
1547,394.37608733219827,2027-10-11
1548,391.2932050401096,2027-10-06
1549,388.18065513398165,2027-10-01
1550,395.9369199173397,2027-10-12
1551,391.25669828031494,2027-10-06
1552,397.3605062656306,2027-10-14
1553,389.9848680966557,2027-10-04
1554,390.3462778261169,2027-10-05
1555,394.9315843346093,2027-10-11
1556,383.59142560306884,2027-09-24
1557,389.66849606442696,2027-10-04
1558,399.57884611526487,2027-10-18
1559,394.3899503902082,2027-10-11
1560,393.324200281502,2027-10-08
1561,387.7890383809096,2027-09-30
1562,401.5485833285343,2027-10-20
1563,384.53447851586026,2027-09-27
1564,399.3584579324914,2027-10-18
1565,396.81481977873256,2027-10-13
1566,392.88111276594617,2027-10-07
1567,387.73145710893493,2027-09-30
1568,394.081241347574,2027-10-11
1569,400.0928863287354,2027-10-19
1570,402.8407911564153,2027-10-21
1571,394.788624635631,2027-10-11
1572,396.8569504643522,2027-10-13
1573,396.01885753997084,2027-10-13
1574,392.30044022370384,2027-10-07
1575,391.7995651074854,2027-10-06
1576,400.012437127632,2027-10-19
1577,391.8464387470877,2027-10-06
1578,396.80167546104036,2027-10-13
1579,392.88151112254616,2027-10-07
1580,397.0952257853051,2027-10-14
1581,392.60125554574773,2027-10-07
1582,394.8812249508097,2027-10-11
1583,393.03776429736314,2027-10-08
1584,387.3992952981164,2027-09-30
1585,400.9999155582732,2027-10-19
1586,387.4560253483255,2027-09-30
1587,390.90917834893884,2027-10-05
1588,399.7766531062603,2027-10-18
1589,395.49668063940607,2027-10-12
1590,398.3580536036502,2027-10-15
1591,390.8992836219479,2027-10-05
1592,390.09005864083,2027-10-05
1593,389.4285138754687,2027-10-04
1594,398.55561271804135,2027-10-15
1595,387.1311030850153,2027-09-30
1596,393.32814009034195,2027-10-08
1597,393.44758303420014,2027-10-08
1598,387.85443432652994,2027-09-30
1599,392.58352703512264,2027-10-07
1600,392.05818863859724,2027-10-07
1601,387.7636946287965,2027-09-30
1602,394.3409665334523,2027-10-11
1603,391.0827577894756,2027-10-06
1604,394.3592605142932,2027-10-11
1605,390.91796989896613,2027-10-05
1606,393.9941966658845,2027-10-08
1607,387.27729091245436,2027-09-30
1608,393.7026037033229,2027-10-08
1609,392.73578433009936,2027-10-07
1610,389.44924212349275,2027-10-04
1611,395.6289500812715,2027-10-12
1612,388.4090445506276,2027-10-01
1613,394.0945659401987,2027-10-11
1614,392.9387722364572,2027-10-07
